성별,연령대,학력,초기 실천수,초기 건강위험요인 수,건강행태 실천수(단위:개),건강위험요인 수(단위:개),3개월차 실천 증가자,3개월차 실천 개선자,3개월차 위험요인 감소자,전반적 만족도,습관개선 도움정도,내용 이해도,관심도,타인 권유,총점,백분위 환산,churn
여,40대,고졸,3,3,3,4,False,True,True,5.0,5.0,3.66755076511018,4.785525370248804,3.4177142957473134,4.517052903918709,90.34105807837418,0
여,30대,대졸,2,3,2,5,False,True,True,3.801426284958472,5.0,3.674261520864641,4.229861953006434,3.581831544648127,4.2278613248312995,84.55722649662599,0
여,40대,대졸,4,2,4,2,False,False,False,5.0,4.680705945710408,3.7426660438997175,3.9155498401490405,4.100754048927605,3.514699795963726,70.29399591927452,0
남,30대,대졸,1,2,0,2,True,True,False,4.775624767071158,4.052743315234747,3.9362623257755565,3.8572270382375757,4.726551298142148,4.394864018874443,87.89728037748885,0
여,20대,대졸,1,4,1,4,False,True,False,5.0,3.3897955832849442,4.310953335953486,4.437746548888505,4.580534468450051,4.874081426479683,97.48162852959365,0
여,50대,고졸,1,3,1,4,False,False,True,3.183878281565644,4.565453593706506,4.257227766295679,4.242196435963472,4.301168129239303,4.295734308244584,85.91468616489169,0
남,40대,대졸,0,3,0,3,True,True,False,4.852853380711345,4.08893143925014,4.246391677765287,4.187306319017801,4.572735814024401,4.272633451963013,85.45266903926026,0
여,30대,대졸,0,2,0,2,False,True,False,4.304505666098014,3.533309273568529,3.477799347763284,3.894006027087834,5.0,4.494670952166436,89.89341904332872,0
남,60대,대학원,3,2,3,2,False,False,False,5.0,3.794015926459722,4.198563507396378,4.34369647153896,5.0,5.0,100.0,0
여,40대,고졸,2,3,2,5,False,False,True,4.613666536413577,3.810505914542862,2.970861764808849,4.892508658780295,4.937682544851582,3.437411821966621,68.74823643933242,0
남,40대,대졸,4,4,4,4,False,False,False,5.0,4.669646882117522,2.4596019113235847,2.9356088514534737,4.499853872188835,4.215107472783697,84.30214945567394,0
여,60대,대학원,1,2,1,2,False,False,False,4.418507467744528,4.02889980740057,3.4713969122477817,4.454076276797279,3.760173310144085,3.8796214372506883,77.59242874501376,0
여,30대,대졸,4,4,4,5,False,True,True,3.1054566746799903,2.941390906542609,5.0,4.328051344801186,4.438003668490595,2.85563829161289,57.11276583225781,1
여,30대,대졸,0,1,0,1,False,True,False,4.291882497059939,5.0,4.750505763396345,2.505888969701945,2.72043965927511,4.931638910074045,98.6327782014809,0
여,50대,고졸,3,3,3,4,False,False,True,4.559359456115082,5.0,5.0,4.936000745289225,5.0,3.8310211322182,76.62042264436401,0
여,40대,대졸,3,2,3,2,False,False,False,3.6959198073167228,4.098590416356875,3.9570883885897516,5.0,4.0288079327752175,3.754100573982324,75.08201147964648,0
남,40대,고졸,2,4,0,5,True,True,True,5.0,4.082802340732697,3.7331708417434655,4.017158628900681,4.653400769817279,4.427283502171461,88.54567004342921,0
남,30대,대졸,4,5,1,5,True,True,False,4.730326157757625,3.306001952558683,4.2834514762797875,5.0,4.9502635680798415,4.265834276729124,85.31668553458248,0
여,40대,대졸,2,1,2,2,False,False,True,4.169197303920116,4.945629848087454,3.938080335343369,2.851582739794323,5.0,4.452017445319716,89.04034890639431,0
남,40대,대졸,3,1,2,1,True,True,False,3.84520156036885,5.0,3.6900648447281403,2.718079143758656,3.9622538407934256,5.0,100.0,0
남,50대,대졸,3,1,2,1,True,False,False,5.0,5.0,3.977611272571635,5.0,3.451000954056087,3.5600797041994907,71.20159408398982,0
남,40대,대졸,1,3,0,3,True,True,False,3.5329111787801066,3.9924601376476336,4.222847438136523,3.9743981202704686,4.541504239306913,3.8109088522016434,76.21817704403287,0
여,40대,대졸,2,5,2,5,False,True,True,4.817958127896983,3.3787133082972183,2.86894476370875,4.9657706782627855,3.1623508084502054,4.119165686588678,82.38331373177357,0
여,40대,대졸,4,3,4,4,False,True,True,3.936834443098902,4.391945309199662,3.3035384831676824,4.059802976810697,4.652089777993607,4.539995804844838,90.79991609689677,0
남,30대,대졸,0,3,0,3,True,True,False,4.644943743162362,4.181010737714342,5.0,3.1926747826515847,5.0,3.6531344047276075,73.06268809455216,0
남,40대,대졸,1,2,0,2,True,False,False,3.6405986694474053,4.053329647289885,4.610014564117201,4.187096343391116,4.982638788697557,3.769953043530828,75.39906087061657,0
남,50대,고졸,1,3,0,4,True,False,True,5.0,4.4769303839016885,3.471792191464956,3.772080365078634,4.33410832767473,4.101444624664474,82.02889249328948,0
남,20대,대졸,0,3,0,3,True,True,False,5.0,4.570368337073427,3.151904437528597,4.324524175658149,3.9964103858936495,4.84786490273514,96.95729805470282,0
여,40대,대졸,1,4,1,5,False,False,True,4.783710943980814,4.1495695030077595,4.115192927368013,4.0433457830518575,5.0,5.0,100.0,0
남,50대,고졸,3,4,2,5,True,False,True,4.670450945136898,4.549396719709541,4.444151494551696,3.431208690643307,5.0,3.9533389736969604,79.0667794739392,0
여,40대,대졸,2,3,2,4,False,False,True,4.20566817209614,4.449479042061941,5.0,3.574130448640795,3.7234231347715196,5.0,100.0,0
남,60대,대학원,4,0,2,0,True,False,False,5.0,4.30748688728906,4.037879170127714,3.14299510869754,5.0,3.964798658728793,79.29597317457586,0
여,30대,고졸,0,1,0,3,False,True,True,3.279875865691557,4.477739364242658,3.759891325906968,4.80914413889763,3.3969866075202138,3.965925025005141,79.31850050010281,0
여,30대,고졸,2,3,2,5,False,True,True,4.124084290049647,5.0,4.099846523399183,4.734887021690384,4.20093099080165,4.5185540747258734,90.37108149451747,0
남,40대,대졸,2,1,1,2,True,True,True,4.371025335277162,3.8809970698954546,5.0,4.109545643914006,4.216087801761356,4.913903181487393,98.27806362974785,0
남,20대,대학원,3,1,2,1,True,True,False,4.637356801998879,3.7717137473581626,4.5707879681292045,4.332459744850482,5.0,4.214189017260192,84.28378034520382,0
여,40대,대졸,1,1,1,1,False,False,False,3.589648710805723,4.756286130096915,4.572579539881142,3.9803650220548126,2.798473299615159,4.582336333412153,91.64672666824305,0
남,40대,고졸,1,3,0,4,True,False,True,5.0,3.7589382758162655,3.0056405339576413,5.0,4.641252208027845,4.44555476427062,88.91109528541239,0
여,40대,대졸,3,3,3,3,False,True,False,3.3585209486208796,3.9172311867971894,4.081938083064071,4.3040742963030265,4.4054582643153655,4.854782590312104,97.09565180624209,0
여,40대,대졸,2,1,2,1,False,True,False,5.0,1.862889477411823,3.7785765978155537,4.159736091521928,3.7309724977765004,4.91101481128483,98.2202962256966,0
여,50대,대졸,4,3,4,3,False,False,False,4.338316948096437,4.240045754309825,4.015014060614897,2.630075577100061,4.032621289696317,4.336802975860326,86.73605951720653,0
여,40대,대졸,4,4,4,4,False,False,False,5.0,4.4404334530233545,4.109339124949672,4.277552060567468,4.167834672192492,4.208436600651593,84.16873201303187,0
여,30대,대졸,2,3,2,5,False,True,True,3.8270048743162732,4.707239414820238,3.8050834986824507,4.816188840991766,3.4762441228463867,4.4606907545483265,89.21381509096653,0
여,40대,고졸,0,2,0,4,False,True,True,4.096368877798907,5.0,2.734293191886727,5.0,3.6960672408299384,4.9069501796887,98.13900359377399,0
여,30대,고졸,2,3,2,5,False,True,True,4.501733325916063,4.945853097387479,3.6331448616889306,4.190551090130341,4.3841377286465075,3.750269417698991,75.00538835397982,0
남,30대,대학원,1,2,0,2,True,True,False,4.070709748316907,5.0,5.0,2.9390842833819137,3.5464560669730716,3.957763107096393,79.15526214192786,0
여,50대,대졸,1,1,1,1,False,False,False,4.168667671528062,2.390597838911755,3.597094483642018,5.0,3.729805639721318,4.382357748347914,87.64715496695828,0
남,40대,대학원,3,3,0,3,True,False,False,4.335632668883341,2.890295241029882,3.6174062690517137,4.444814528833092,3.788420484120434,3.4809085018771757,69.6181700375435,0
여,30대,대졸,1,5,1,5,False,True,False,4.675892990371758,3.6544314819219514,3.269202795223162,5.0,3.8021130531566474,3.462068002589517,69.24136005179034,0
남,40대,고졸,0,4,0,5,True,False,True,3.888710015394306,4.948102980884328,3.2885347273948806,1.8206668388250882,3.6657358805757507,5.0,100.0,0
남,50대,대학원,2,1,0,1,True,False,False,3.955826063554856,4.502776855580852,4.407692143617774,3.6546781447079635,5.0,3.5272121514843557,70.54424302968711,0
남,30대,고졸,1,5,0,5,True,True,True,3.8450753587947553,4.561621605463218,2.7345004056702837,3.8393770478094966,4.1942519038241235,4.092218600693827,81.84437201387654,0
여,20대,대졸,0,1,0,2,False,True,True,3.192681947902738,4.57294741506835,2.2522597318486097,5.0,4.680871297632426,3.266474260414493,65.32948520828987,1
여,30대,대졸,0,2,0,4,False,True,True,4.253763502396574,3.35568402056525,2.6449889505993527,4.272153474558361,4.275365295402709,3.7183156443271086,74.36631288654218,0
남,60대,고졸,2,3,0,4,True,False,True,3.6527698251107585,4.606425967716249,4.059428479871212,4.2052269190899425,4.494709590939959,4.02753749386083,80.5507498772166,0
남,20대,고졸,1,4,0,5,True,True,True,3.321987863188541,3.950159639989877,4.205076138215123,4.036016897913326,3.7500676809555804,3.1868660317873934,63.737320635747864,1
남,30대,대학원,3,0,2,0,True,True,False,5.0,4.906723831453418,4.525362412487679,3.9401064655922955,3.4240784628693683,4.630155762178147,92.60311524356293,0
여,30대,대학원,0,5,0,5,False,True,False,4.620069125966284,4.581236919350856,5.0,3.9015316559965627,3.608544065903806,4.167030215270429,83.34060430540858,0
남,50대,대졸,2,1,1,1,True,False,False,4.6703269485336945,4.670633222286424,3.368895098637037,4.994289837744387,4.9256949577571705,4.925548797071948,98.51097594143896,0
남,60대,고졸,1,5,0,5,True,False,True,3.5574476377995348,4.0128474401786685,4.094140920736522,2.968230518535467,3.7177775452624084,3.5013733278759354,70.02746655751871,0
남,40대,대졸,1,2,0,4,True,False,True,5.0,5.0,4.822019054071295,4.653554066578673,4.565095022455144,4.493195253043161,89.86390506086322,0
여,30대,고졸,0,2,0,3,False,True,True,3.729343948199801,5.0,4.348583391164406,4.897836581966064,4.422221846500356,3.658433994458425,73.1686798891685,0
남,40대,대졸,1,2,0,2,True,False,False,5.0,4.946963580580257,4.175092906247392,4.368780935380327,4.108129463215598,4.075824042328994,81.51648084657988,0
남,50대,대졸,2,2,1,2,True,False,False,4.875644275129193,4.967727767288975,4.372569588640293,4.617922275704164,4.500483957750701,4.210253075628988,84.20506151257976,0
여,30대,대학원,1,3,1,3,False,True,False,4.1754645985908265,4.90987273353421,3.7329437956507636,4.974541883203061,5.0,4.921322079384476,98.42644158768951,0
남,30대,대졸,2,3,1,5,True,True,True,3.139749188238697,4.71434351967302,4.054505521681608,3.4020493773040608,2.8485959665666973,4.1070455103633945,82.1409102072679,0
여,50대,대졸,2,0,2,2,False,False,True,5.0,2.949644206973853,4.288499579425605,4.66034079540296,5.0,5.0,100.0,0
여,40대,대졸,1,2,1,2,False,True,False,3.985070269624682,4.33638541804241,4.113015919586306,5.0,5.0,4.115272501195817,82.30545002391635,0
남,50대,대졸,1,3,0,4,True,False,True,4.6907772255211935,4.979210986877801,3.6930504127270978,4.907603982309459,3.6985960790157537,4.09415098498543,81.8830196997086,0
여,50대,대졸,2,1,2,1,False,False,False,4.509892342731738,2.608608749666625,4.661763237037543,4.490364578501002,4.420112524355144,4.924054023586736,98.48108047173471,0
남,50대,대졸,1,5,0,5,True,False,True,4.796236178125775,3.2304273320843953,3.102128459769758,4.066901552072504,4.140091230744908,4.225929969788625,84.51859939577251,0
남,40대,대학원,4,0,1,0,True,False,False,4.472930799575821,4.77089000991999,3.725053687013159,3.970257182057066,5.0,4.5834772957225125,91.66954591445024,0
남,40대,대졸,2,2,0,2,True,True,False,4.915284542847458,3.9508544501499907,4.891216360164285,4.10666780958468,4.434774146017956,4.185383779374871,83.70767558749742,0
남,40대,대졸,0,3,0,3,True,False,False,4.98022498066703,5.0,3.5160437219591167,3.3443116311672414,4.5496079892535475,5.0,100.0,0
여,30대,대졸,2,2,2,3,False,True,True,3.923381738669083,5.0,4.62794050963611,2.718418165295001,3.6117892727821785,4.924398118748286,98.48796237496572,0
여,30대,대졸,0,1,0,1,False,True,False,4.59565421256447,4.946259111233232,3.1565960586104955,4.323517764966018,4.510354665700151,4.291573220657507,85.83146441315014,0
여,50대,대학원,2,3,2,3,False,False,False,5.0,4.292765930591763,3.6862419050400264,4.460950884677443,3.504120147914555,3.0910526903284548,61.82105380656909,1
여,50대,고졸,1,4,1,5,False,False,True,5.0,3.2203746808962634,4.088417434701721,5.0,4.718231397589585,4.5956624731149995,91.9132494623,0
남,40대,대학원,0,1,0,1,True,True,False,3.9669882804919396,4.351261000253431,4.200556765125902,3.9759712708855828,4.083583783979806,3.765864683624585,75.3172936724917,0
여,40대,대졸,1,0,1,0,False,False,False,3.265415808958607,5.0,4.001641655998364,4.528958274069393,5.0,3.8123447422570127,76.24689484514026,0
남,40대,대졸,1,3,0,3,True,True,False,4.972944736063751,4.440194840189732,2.7015656678335382,3.828598953420188,4.8635430913384,4.055288400130162,81.10576800260324,0
남,40대,대졸,3,2,3,2,False,True,False,4.723232526039819,4.685768529566507,4.674620427258083,4.454697711001893,4.872399392846844,3.622858485484042,72.45716970968084,0
남,30대,대졸,0,3,0,3,True,True,False,5.0,4.337972927771577,3.3647525196591643,4.125830827795911,3.599364908420676,3.7760030777076947,75.5200615541539,0
남,30대,대학원,0,5,0,5,True,True,False,3.4193865522472944,4.709593928559895,4.918798195293311,5.0,5.0,4.041627461054417,80.83254922108833,0
여,50대,대졸,4,3,4,4,False,False,True,4.148098303628486,3.595362973962395,5.0,5.0,2.6718222865462735,4.717219895612505,94.3443979122501,0
여,50대,대졸,1,3,1,4,False,False,True,3.8357432784923833,4.223724274769711,3.3297585490563124,2.9995743092096476,4.059019529600421,4.183546910863912,83.67093821727825,0
남,60대,대졸,4,1,3,1,True,False,False,4.379009164253568,3.526337026215858,4.349497753720202,4.23893562294612,4.7152672079667655,3.5928657711682854,71.8573154233657,0
여,30대,대졸,2,4,2,4,False,True,False,3.8119642624884023,4.349301379849375,3.8265806220374485,4.486239387482108,4.89236843373993,3.394357196363986,67.88714392727971,0
여,50대,대졸,1,3,1,4,False,False,True,4.375489068457872,4.9711129831451215,4.523797060615145,4.348174393928631,5.0,4.378938967602579,87.57877935205158,0
남,50대,고졸,3,2,2,3,True,False,True,4.142330490277486,4.453867829938043,4.624291605593354,2.9980715119397274,4.294459917058491,4.049420276464034,80.98840552928068,0
여,40대,고졸,0,4,0,5,False,False,True,3.763130066681325,4.485010073364806,3.9398367268207393,4.573309992466282,5.0,2.922885273725192,58.45770547450384,1
여,40대,대졸,2,5,2,5,False,False,False,4.918695266381187,3.907760823612215,3.6640400396011534,3.741231284972777,4.581921813851399,3.2671170031941994,65.34234006388398,1
여,50대,대졸,3,0,3,2,False,False,True,2.925762088194348,3.626674481181489,4.020013497906863,4.192006534677985,3.547084139334176,4.513918431295436,90.27836862590873,0
남,40대,대졸,1,2,0,4,True,False,True,4.015954520339918,4.7138637733951585,4.953780209449927,4.971498857280015,3.5848984701548767,4.020268719843682,80.40537439687364,0
여,40대,대졸,2,2,2,2,False,False,False,4.616954447152255,2.852405676472059,4.060941398129132,4.039966315687401,5.0,4.909899156559485,98.19798313118969,0
남,60대,대졸,5,3,4,3,True,False,False,3.7282560065309966,3.7063071347726986,3.6467804488484217,4.507794179340028,4.64087825967032,4.571570933491488,91.43141866982975,0
남,50대,대졸,3,1,2,1,True,False,False,3.813740420509049,5.0,4.23822822883167,5.0,4.438527210037007,3.4213657240859265,68.42731448171853,0
여,30대,고졸,4,3,4,4,False,True,True,4.884677499418935,5.0,3.6418141544603446,4.1981450750939855,3.980210342582985,4.254675787655397,85.09351575310792,0
여,50대,대졸,3,3,3,4,False,False,True,4.149428222344854,4.437091992810419,3.5676175228265423,3.7719711234336697,3.4040727401675728,5.0,100.0,0
여,60대,대졸,2,4,2,4,False,False,False,4.545415611229108,3.263873900372579,4.387926113533942,3.47336683517604,4.336200510650128,5.0,100.0,0
여,40대,대졸,3,2,3,4,False,True,True,3.682667025529523,4.426880500958067,4.405383744446036,4.524879144791901,3.1223214429763972,4.2703008127843765,85.40601625568753,0
여,20대,대학원,4,2,4,2,False,True,False,5.0,4.4482469077744895,3.4277921003947847,5.0,3.1922379098895064,4.488627276215438,89.77254552430877,0
여,50대,대졸,2,1,2,1,False,False,False,4.699919534662499,4.625223496370127,4.0096066806963755,3.6259940495156817,4.900475039212719,4.2188711209613805,84.37742241922761,0
여,40대,고졸,4,2,4,3,False,True,True,3.971107012167346,3.709522766534936,5.0,3.388864753799941,3.268581185885881,3.3518300863799606,67.0366017275992,0
여,50대,대학원,0,4,0,4,False,False,False,4.58123520993453,3.7741618192938837,4.342419251698897,3.9671480330050053,4.029280523159594,3.344217518906337,66.88435037812674,0
여,30대,대졸,1,4,1,5,False,True,True,4.499783748753959,4.098520195070533,5.0,3.7667777348451636,4.830696095200036,3.6482995938167364,72.96599187633473,0
남,40대,대졸,2,1,1,1,True,True,False,3.290849188388776,4.859005150742353,4.1701829491543085,3.215326070516863,5.0,3.9562868194645278,79.12573638929055,0
여,20대,대졸,1,5,1,5,False,True,True,5.0,5.0,4.089534520306994,3.3630162141636784,4.748412586908664,4.225558597892727,84.51117195785454,0
남,40대,대졸,1,1,0,3,True,True,True,3.8910307886958297,4.4773024038908575,5.0,3.737676759439703,3.1482119567825415,4.732105831057655,94.64211662115311,0
남,30대,대졸,3,3,2,3,True,True,False,4.6352736533023196,4.459205025190832,5.0,4.141867993397453,3.0413412073716097,5.0,100.0,0
남,40대,대졸,0,4,0,5,True,False,True,3.6023080273501837,3.5448351903264523,3.4101489754201655,4.854036270789276,4.957767304611947,3.7220440501403984,74.44088100280797,0
여,50대,대졸,1,3,1,3,False,False,False,3.911185338617951,4.788190031212973,3.025394863449265,4.58423255404875,4.061537787178805,4.377279161183812,87.54558322367623,0
여,30대,고졸,1,2,1,3,False,True,True,3.9552952957222276,4.478491490179013,4.596704633113325,5.0,5.0,4.160915117533222,83.21830235066446,0
남,30대,대졸,1,1,0,1,True,True,False,4.104397704327664,5.0,4.052514384745589,2.7008657185995713,4.253603814814957,4.436823600858624,88.73647201717247,0
여,30대,대졸,2,2,2,2,False,True,False,4.203490695917249,3.4146743871805123,4.627333830139089,4.210835777511172,4.321523248418683,4.398575999048906,87.97151998097812,0
여,30대,고졸,2,3,2,4,False,True,True,3.260935606746737,4.108529142188745,3.2821740352937,4.875736146244367,3.3782632953654885,3.406636761190521,68.13273522381043,0
남,50대,대졸,2,5,1,5,True,False,False,3.647572690016383,5.0,3.9600463946641966,4.191902568464871,4.671369504037624,5.0,100.0,0
여,40대,대졸,2,2,2,2,False,True,False,3.478937164178043,5.0,4.0812734441765635,3.4807463376200323,3.6837160089824437,4.7593678480680195,95.1873569613604,0
여,30대,대졸,1,1,1,1,False,True,False,4.222547538794788,4.740626771665994,3.9652487589967222,4.077014346035721,3.4221445797335313,3.804520878824668,76.09041757649335,0
남,30대,고졸,2,3,1,4,True,True,True,3.779211779203548,2.8167586508518205,4.417142159748838,3.19860996991533,3.7885944334604393,4.535093491317207,90.70186982634414,0
여,40대,대학원,1,3,1,3,False,True,False,4.296646138539466,4.113842689045177,3.547275053145893,4.145428327338486,3.952640232955651,4.3761630177971,87.523260355942,0
여,30대,대졸,2,4,2,4,False,True,False,3.423184101328625,3.8898186779490707,3.972507264073987,5.0,3.9861448251000264,3.7212788807137556,74.42557761427511,0
남,40대,대졸,2,2,1,3,True,False,True,4.349102094715425,3.6938214981080573,3.727845243933059,5.0,4.265808577499501,4.28173405148199,85.63468102963981,0
여,40대,대학원,2,0,2,0,False,False,False,5.0,3.9539434893476604,3.5816785321649873,4.283037257403025,4.741205968180415,4.698095610824426,93.96191221648851,0
여,50대,대졸,3,5,3,5,False,False,True,4.952451872952053,4.547694640848512,4.862610266469594,3.2297944520610615,5.0,4.044076694336037,80.88153388672075,0
남,50대,대졸,0,4,0,4,True,False,False,5.0,4.068301608496651,3.7583534101010345,3.098848161732972,4.518442014845721,4.037097922552529,80.74195845105058,0
남,30대,대졸,2,1,1,4,True,True,True,5.0,4.152641747891392,3.5801446072363,4.065600841581481,5.0,4.37031026602662,87.40620532053241,0
여,30대,대졸,4,2,4,2,False,True,False,4.983111956328774,3.9545553549488264,5.0,4.361375087510099,3.5121383201174914,3.945614524965981,78.91229049931961,0
여,50대,고졸,2,5,2,5,False,False,True,3.688851357204052,3.7648953085206975,4.0987722687781964,3.5641860569097803,3.2826028213376612,4.178080077281953,83.56160154563905,0
남,50대,고졸,2,5,0,5,True,False,True,4.990536699390638,4.220923114171375,4.906501120535108,4.786272997517865,3.966466595795003,3.367627908681004,67.35255817362008,0
남,20대,고졸,2,3,1,5,True,True,True,5.0,5.0,3.392948471618813,4.24516482538988,5.0,4.991639047751766,99.83278095503533,0
남,20대,대졸,2,3,2,3,False,True,False,4.20129527429532,4.671657246276158,5.0,4.005638536783635,3.235062313148233,4.051576907141931,81.03153814283863,0
남,40대,대졸,0,2,0,2,True,False,False,4.987667312644668,3.919750543154203,5.0,3.694927501298806,4.056246222607721,3.6049405362541176,72.09881072508236,0
남,50대,대학원,1,2,0,2,True,False,False,4.671026578167189,3.582015430924229,4.5790320171528425,3.993007025789703,3.648501302212819,4.446375933717972,88.92751867435945,0
여,50대,대졸,2,2,2,2,False,False,False,3.7321268358667643,3.289445123313239,4.16867800467862,5.0,4.30997788451289,4.517409429076354,90.34818858152708,0
남,30대,대졸,2,2,0,2,True,True,False,4.038580228204401,3.629569421362543,4.772431725121027,4.610238981230341,4.655284734146245,4.699975379669407,93.99950759338815,0
여,50대,대졸,2,2,2,2,False,False,False,3.7195730223199233,4.473375334282841,3.170825525941839,4.859906653394217,4.708375346146876,4.525730114830313,90.51460229660626,0
여,40대,대졸,2,4,2,4,False,True,False,4.977444663654579,5.0,3.8003099970896,3.579996342635366,5.0,4.195551441567255,83.91102883134509,0
남,40대,고졸,4,1,3,2,True,False,True,5.0,4.344894971379684,4.593694532243874,4.539725388004454,4.3016514591630965,3.815158585165794,76.30317170331587,0
여,40대,대졸,3,3,3,3,False,True,False,4.6771914575490205,5.0,3.19194940481757,3.9949773260417034,4.615473150442595,3.3311850994708903,66.62370198941781,0
여,30대,고졸,4,1,4,4,False,True,True,4.142216056880281,4.169129153596569,3.5108998681196093,3.3693494895197427,3.7256114893980046,4.164987233014378,83.29974466028756,0
여,50대,대졸,1,4,1,5,False,False,True,5.0,3.8015442567839237,4.319518741780701,2.5408808631696314,4.659147912460194,4.003631028462406,80.07262056924812,0
여,40대,고졸,2,1,2,4,False,True,True,4.612159691461662,3.978636160348958,3.422926639002412,2.9862989599187895,4.816160153181977,3.9772837109269457,79.5456742185389,0
여,20대,고졸,0,3,0,5,False,True,True,3.5590594546280876,3.6299522587247117,4.319863022280191,3.7267659304267093,3.619218733062743,5.0,100.0,0
여,60대,대졸,3,1,3,1,False,False,False,3.7174219108858395,5.0,4.518757892661147,3.540473557936969,5.0,5.0,100.0,0
남,40대,고졸,3,3,2,5,True,True,True,4.207379068045083,4.516770373467782,3.358550640809934,3.9553467159443834,4.289143594211418,3.775427102560962,75.50854205121924,0
여,30대,고졸,2,1,2,4,False,True,True,4.207721047439716,5.0,4.666186024856851,4.102947108266763,3.138193891247557,3.8724126683922098,77.4482533678442,0
남,50대,대졸,2,3,1,5,True,False,True,4.502509147653895,5.0,4.235390557459318,2.872147183119565,4.894068365032856,4.62715676709169,92.5431353418338,0
여,50대,대졸,3,2,3,2,False,False,False,4.214641997395142,3.081812229629845,4.548923076083509,3.9473971480479753,4.20017566241233,3.7533471795432294,75.06694359086458,0
남,40대,대학원,3,3,2,3,True,True,False,4.235208468669748,2.828438057690672,2.6283100517298084,3.123004916401369,3.5003448526183045,5.0,100.0,0
여,50대,고졸,0,4,0,5,False,False,True,4.095789962287417,5.0,4.423544319177366,3.5225387921096565,4.4717279820537845,4.371811756948331,87.43623513896661,0
여,30대,대졸,2,3,2,4,False,True,True,4.323486431673543,4.414424489900636,3.6252735161586807,4.328866634496735,3.143414778483923,4.557834382011449,91.15668764022897,0
여,40대,대졸,1,2,1,3,False,True,True,4.524443113733448,5.0,4.781515940297198,4.596001066464382,4.256818101551565,4.903758878837749,98.07517757675498,0
남,30대,대학원,2,2,1,2,True,True,False,5.0,3.900699703350564,4.834513062496537,4.295928278482615,4.4592436635330115,4.218117218964801,84.36234437929603,0
남,30대,대졸,0,4,0,4,True,True,False,4.611219436023604,3.26018822110957,3.4503651250358405,3.4915107609333833,3.9922806983497874,4.475092072026905,89.50184144053812,0
남,60대,고졸,2,2,1,3,True,False,True,4.831089248911273,4.4814222854613135,4.2874738617739245,4.777328821570867,4.4487395618071215,3.6451852458524296,72.9037049170486,0
남,20대,대학원,2,5,1,5,True,True,False,5.0,4.746757706775524,3.6046044166975792,4.603381427735244,4.799847739301513,3.9083330931724816,78.16666186344963,0
여,40대,고졸,1,4,1,5,False,False,True,2.682581378690855,4.788437069659846,3.8115982233539647,3.8886234909446307,2.9842373972464378,4.285220161671317,85.70440323342635,0
남,40대,대졸,2,2,1,3,True,False,True,3.0366012020102877,3.816072247990179,3.13010041557048,3.8734354320059583,3.4501829284837107,4.853861849498005,97.07723698996008,0
남,40대,대학원,2,3,1,3,True,True,False,4.9458728538887105,3.521036539296704,4.094804384034963,4.60828812996539,4.298880941640275,5.0,100.0,0
여,30대,대졸,1,4,1,5,False,True,True,5.0,4.193588086034927,4.880783507963578,3.9159134613274653,2.9261782950560744,4.643549616020004,92.87099232040008,0
여,50대,대졸,1,2,1,2,False,False,False,3.795198296687209,4.351337442904755,3.7501709678123754,4.516853185066838,4.567209392339788,3.614471189074805,72.2894237814961,0
남,30대,대졸,3,2,2,2,True,True,False,5.0,3.9186767330089602,2.6805275937545945,4.976821498518901,5.0,4.418205290843615,88.36410581687231,0
남,40대,대졸,1,2,1,2,False,False,False,5.0,5.0,4.276200955192808,4.594145008738175,4.783265325409759,3.792712123911836,75.85424247823673,0
여,60대,대졸,3,2,3,3,False,False,True,3.894185445749692,4.864921269275854,3.147601838343481,4.070275666719208,3.1999190918817355,4.777894729148179,95.55789458296357,0
여,50대,고졸,1,3,1,4,False,False,True,2.697221622560718,3.398371852429035,4.067855769443725,4.728905644686055,4.56223176687927,4.0748752143202704,81.49750428640542,0
여,40대,대졸,1,2,1,3,False,True,True,4.985405576820313,3.5628537250815464,5.0,4.11558953657054,4.7407969830592105,4.136540057579778,82.73080115159557,0
여,50대,대졸,1,4,1,4,False,False,False,4.406836089704784,3.685942572198092,3.87989341399194,5.0,4.818479812134574,4.977990850026282,99.55981700052565,0
남,40대,대졸,1,4,0,4,True,False,False,4.980243036681461,4.469870721687212,4.06139914884114,4.571001718958064,5.0,3.400168017483343,68.00336034966686,0
남,40대,대졸,1,4,0,4,True,False,False,4.0315507028849,5.0,3.8304841725498338,3.8695865999055212,4.10935173791857,5.0,100.0,0
여,40대,대졸,1,1,1,1,False,True,False,4.387550489310756,3.8092324825025345,4.355746491754029,4.447342865797455,4.891616694120568,4.263851911018032,85.27703822036065,0
남,40대,대졸,3,2,1,3,True,False,True,3.7401827850875553,4.413483070752977,3.5422767084762743,5.0,4.366472548856912,3.6847955963759325,73.69591192751865,0
여,30대,대졸,2,1,2,2,False,True,True,5.0,3.6038707942628485,4.85099392307038,4.287967763117728,4.638557929251359,3.8179687826838657,76.35937565367732,0
남,30대,대졸,2,1,0,1,True,True,False,4.06472176323899,2.815085909873591,5.0,4.253481415878339,4.008528067962567,4.261027641643507,85.22055283287014,0
남,40대,대졸,0,3,0,3,True,True,False,4.812871115838628,4.387457784555534,2.916714137844802,3.371661142875965,4.547686205485159,5.0,100.0,0
여,30대,대졸,1,2,1,2,False,True,False,4.353569705616699,4.807492218692403,5.0,3.882190980631939,4.893448501791881,4.24949158632564,84.9898317265128,0
